,turn,author civ,subject civ,cable
23745,432,Korea,Morocco,We consider the chance of conquering the Moroccans to be soft
23746,432,Korea,Morocco,The Incas are showing a friendly disposition toward the Songhai
23747,432,Korea,Morocco,Very respectfully yours
23748,432,Korea,Morocco,The Foreign Secretary
23749,432,Morocco,Songhai,Foreign Secretarys Office
23750,432,Morocco,Songhai,We trust that things are going well at home
23751,432,Morocco,Songhai,A pact was made: we shall give Songhai 2 units of coal for the subsequent 30 turns 2 units of oil for the subsequent 30 turns 2 units of aluminum for the subsequent 30 turns 1 unit of cotton for the subsequent 30 turns and 39 units of gold per turn for the subsequent 30 turns for 1 unit of truffles for the subsequent 30 turns
23752,432,Morocco,Songhai,All the best
23753,432,Morocco,Songhai,The Diplomatic Corps
23754,432,Germany,Morocco,To colleague
23755,432,Germany,Morocco,Those of us at home send kind regards to you and yours
23756,432,Germany,Morocco,We and Morocco agreed to an exchange of an agreement to become part of a defense agreement for the subsequent 30 turns 2 units of coal for the subsequent 30 turns and 2 units of aluminum for the subsequent 30 turns for an accord to enter into a defensive agreement for the next 30 turns and an accord to announce the beginning of conflict on Korea
23757,432,Germany,Morocco,All the best
23758,432,Germany,Morocco,Your trusted friend
23759,432,Songhai,Panama City,Dearest Ambassador
23760,432,Songhai,Panama City,It is a great honor to work with loyal public servants such as you and yours
23761,432,Songhai,Panama City,Reliable knowledge of ours rates Panama Citys military power as powerful
23762,432,Songhai,Panama City,Our relations with Panama City at present are protective
23763,432,Songhai,Panama City,Respectfully
23764,432,Songhai,Panama City,Panama City desk
23765,433,The Incas,Germany,Foreign Correspondents Office
23766,433,The Incas,Germany,I hope this letter finds you well
23767,433,The Incas,Germany,We professed that matters between us and the Germans are currently deceptive
23768,433,The Incas,Germany,We regard the likelihood of taking over the Germans to be soft
23769,433,The Incas,Germany,An archnemesis is how the Koreans intelligence officers characterized their dealings with the Songhai
23770,433,The Incas,Germany,Respectfully
23771,433,The Incas,Germany,The Office of the Foreign Secretary
23772,433,The Incas,Korea,Dear Foreign Secretarys Office
23773,433,The Incas,Korea,I am pleased to offer you the following updates from station
23774,433,The Incas,Korea,We regard the Koreans military to be pathetic
23775,433,The Incas,Korea,We are periodically reminded by the Koreans behavior why we call the Koreans an archnemesis
23776,433,The Incas,Korea,We imagine the possibility of conquering the Koreans to be average
23777,433,The Incas,Korea,The Moroccans report the Germans to be pursuing diplomatic dominance now
23778,433,The Incas,Korea,The Moroccans agents are not very convinced in this estimate
23779,433,The Incas,Korea,This communique is to inform you that we are at war with the Koreans as of today
23780,433,The Incas,Korea,Our sources look at the Koreans as an average target
23781,433,The Incas,Korea,The problem that the Koreans present is represented as major by our agents
23782,433,The Incas,Korea,According to our sources the Koreans are largely about cultural preeminence
23783,433,The Incas,Korea,This hypothesis comes from a most confident source
23784,433,The Incas,Korea,Yours in service
23785,433,The Incas,Korea,Foreign correspondent in Korea
23786,433,Morocco,Korea,Dearest foreign correspondent
23787,433,Morocco,Korea,I hope everything is going well in Korea
23788,433,Morocco,Korea, A neutral posture with the Koreans is what we state
23789,433,Morocco,Korea,We think that the Koreans comprise a minor hazard to our pursuits
23790,433,Morocco,Korea,The Songhai are showing a deceptive posture toward the Germans
23791,433,Morocco,Korea,We write to state the bleak news that we are at war with the Koreans
23792,433,Morocco,Korea,We believe their military force to be pathetic
23793,433,Morocco,Korea,Our diplomatic cables indicate that the Koreans military ambitions are pathetic
23794,433,Morocco,Korea,We are periodically reminded by the Koreans behavior why we call the Koreans an archnemesis
23795,433,Morocco,Korea,Please send word on the Koreans economic interests as the foreign office is very alarmed about the Koreans doings
23796,433,Morocco,Korea,Regards
23797,433,Morocco,Korea,Chief of the Foreign Service
23798,433,Korea,The Incas,Ambassador
23799,433,Korea,The Incas,The Foreign Secretarys Office appreciates your service
23800,433,Korea,The Incas,Our politicians currently look at the Incas as an archnemesis
23801,433,Korea,The Incas,We feel that the Incas comprise a major risk to our interests
23802,433,Korea,The Incas,Urgent: we are now in an established state of conflict with the Incas
23803,433,Korea,The Incas,Please relay all relevant information: our sources feel they are a favorable target and a strong military power
23804,433,Korea,The Incas,Creditable news from the Germans rates the Songhais military might as poor
23805,433,Korea,The Incas,Very respectfully yours
23806,433,Korea,The Incas,His Honor the Foreign Secretary
23807,433,Germany,The Incas,Your Excellency the Ambassador
23808,433,Germany,The Incas,We here at home wish to express our gratitude for your efforts in-country
23809,433,Germany,The Incas,We see the hope of taking over the Incas to be average
23810,433,Germany,The Incas,Whatever the Incas advertised stance may be we consider the Incas as an archnemesis
23811,433,Germany,The Incas,We are exhibiting a neutral manner toward the Incas
23812,433,Germany,The Incas,The foreign office requires any advice obtainable describing the Incas economic strength
23813,433,Germany,The Incas,Joyful news: we have ceased hostilities with the Incas for now
23814,433,Germany,The Incas,Insofar as the Songhai can assume the Moroccans believes the Songhai are a neutral nation
23815,433,Germany,The Incas,Reliable reporting of ours ranks the Incas military strength as strong
23816,433,Germany,The Incas,Yours
23817,433,Germany,The Incas,The Foreign Secretary
23818,433,Songhai,The Incas,Greetings Your Honor the Foreign Secretary
23819,433,Songhai,The Incas,It is always good to hear from you and to write back with reports
23820,433,Songhai,The Incas,We were excited to bargain with The Incas generally for an accord to announce the beginning of war on Korea
23821,433,Songhai,The Incas,This pact begins today
23822,433,Songhai,The Incas,Your humble servant
23823,433,Songhai,The Incas,The Foreign Correspondents Office
23824,433,Morocco,The Incas,To Moroccan embassy in The Incan Nation
23825,433,Morocco,The Incas,Those of us at home send kind regards to you and yours
23826,433,Morocco,The Incas,In recompense for an accord to form a defense pact for the upcoming 30 turns 1 unit of oil for the upcoming 30 turns 2 units of aluminum for the upcoming 30 turns 2 units of uranium for the upcoming 30 turns 21 units of gold per turn for the upcoming 30 turns and 14 units of gold we agree to grant The Incas an agreement to enter into a mutual protection agreement for the coming 30 turns and 1 unit of pearls for the coming 30 turns effective immediately
23827,433,Morocco,The Incas,Best regards
23828,433,Morocco,The Incas,The Foreign Secretary
23829,433,Germany,The Incas,Dear The Incan Nation Desk
23830,433,Germany,The Incas,I write with updates that hopefully prove useful
23831,433,Germany,The Incas,We shall grant The Incas an agreement to stop the fighting for the subsequent 10 turns and an agreement to negotiate an end to the war with Singapore for the subsequent 10 turns and The Incas decided to give a deal to put an end to the war for the subsequent 10 turns a deal to broker an end to the conflict with Ife for the subsequent 10 turns and a deal to broker an end to the conflict with Budapest for the subsequent 10 turns
23832,433,Germany,The Incas,Very respectfully yours
23833,433,Germany,The Incas,The Foreign Correspondents Office
23834,433,Songhai,Budapest,Your Honor the Foreign Secretary
23835,433,Songhai,Budapest,I hope all is going well
23836,433,Songhai,Budapest,Our public diplomacy in regard to Budapest appears neutral
23837,433,Songhai,Budapest,Faithfully yours
23838,433,Songhai,Budapest,The Ambassador
23839,433,The Incas,Singapore,Greetings Ambassador
23840,433,The Incas,Singapore,We hope this finds you enjoying your posting
23841,433,The Incas,Singapore,Recent events have led us to regard Singapore as a pathetic military agent
23842,433,The Incas,Singapore,We report Singapore to be a soft target for attack
23843,433,The Incas,Singapore,Our professed position with respect to Singapore feels neutral
23844,433,The Incas,Singapore,Respectfully
23845,433,The Incas,Singapore,The Foreign Service Office
23846,433,The Incas,Florence,Foreign Office
23847,433,The Incas,Florence,Greetings from post Our relations with Florence at present are neutral
23848,433,The Incas,Florence,We figure Florences military to be poor
23849,433,The Incas,Florence,Very truly yours
23850,433,The Incas,Florence,Foreign correspondent in Florence
23851,433,Morocco,Kathmandu,Foreign Office
23852,433,Morocco,Kathmandu,We have been diligent in your service and have the following to report
23853,433,Morocco,Kathmandu,We consider Kathmandu to be a favorable target for attack
23854,433,Morocco,Kathmandu,Our popular feeling regarding Kathmandu is likely friendly
23855,433,Morocco,Kathmandu,Very respectfully yours
23856,433,Morocco,Kathmandu,His Excellency the Ambassador
23857,434,The Incas,Germany,Your Honor
23858,434,The Incas,Germany,I hope this letter finds you well
23859,434,The Incas,Germany,We are regularly reminded by the Germans behavior why we call the Germans an archnemesis
23860,434,The Incas,Germany,The hazard that the Germans show is labeled as severe by our agents
23861,434,The Incas,Germany,We believe the Germans to be pursuing diplomatic dominance at present
23862,434,The Incas,Germany,Our sources are not very confident in this estimate
23863,434,The Incas,Germany,The Songhai esteem the Germans to be an archnemesis
23864,434,The Incas,Germany,Our relations with the Germans now are deceptive
23865,434,The Incas,Germany,Joyful news: we have halted war with the Germans for now
23866,434,The Incas,Germany,Best regards
23867,434,The Incas,Germany,His Excellency the Ambassador
23868,434,Songhai,The Incas,Foreign Secretarys Office
23869,434,Songhai,The Incas,Greetings from post We coveted an agreement to open the borders into The Incas for the upcoming 30 turns and thus offered 5 units of gold per turn for the subsequent 30 turns in payment
23870,434,Songhai,The Incas,A satisfactory pact with those terms was made today
23871,434,Songhai,The Incas,Sincerely yours
23872,434,Songhai,The Incas,The Ambassador
23873,434,Morocco,Songhai,To charge daffaires in Songhai
23874,434,Morocco,Songhai,I hope this letter finds you well
23875,434,Morocco,Songhai,We were ready to exchange with Songhai mostly for 6 units of gold per turn for the upcoming 30 turns
23876,434,Morocco,Songhai,This deal begins today
23877,434,Morocco,Songhai,Yours truly
23878,434,Morocco,Songhai,Songhai desk
23879,434,Morocco,Songhai,Greetings Honorable Foreign Secretary
23880,434,Morocco,Songhai,No effort has been spared to collect the information you requested
23881,434,Morocco,Songhai,An arrangement was hammered out: we decided to propose Songhai 2 units of coal for the coming 30 turns 2 units of oil for the coming 30 turns and 5 units of gold per turn for the coming 30 turns for a deal to open the borders into Songhai for the coming 30 turns
